	T1	n1	T2	n2	T3	n3	T4	n4	T5	n5	T6	n6	T7	n7	T8	n8	T9	n9	T10	n10	T11	n11	T12	n12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	n27	T27	T28	n28	n29	T29	T30	T31	T32	n32	T33	n33	n34	T34	T35	n35	n36	T36	T37	T38	T39	n39	T40	n40
L06132	124.43	176.8813	12.65375	34.31625	94.9025	53.0275	57.94	81.4775	22.125	259.6338	695.8813	117.6825	228.81	99.68625	126.4225	55.86375	100.1838	51.12	61.305	121.2975	357.9738	111.7988	191.9888	62.33625	188.9638	272.3863	283.5713	380.5463	754.6938	668.9963	246.0338	305.3475	181.79	334.0663	185.7688	189.2888	276.6675	336.4313	149.6838	398.045	94.1125	134.6075	320.52	517.1413	775.27	359.4725	553.3725	321.5363	127	131.0825	237.9088	188.1463	91.82375	89.37375	114.065	185.76	49.06875	121.365	151.7275	328.1563	92.03375	170.26
L06175	175.3338	210.9488	108.9313	177.515	51.56625	50.78375	97.89	92.12375	198.1125	114.4113	49.1725	107.8313	57.96875	103.5575	181.0813	149.705	46.6975	100.5725	108.78	24.17875	242.8225	211.7363	43.53625	19.18125	169.6087	183.5563	119.4675	226.4413	371.835	178.6563	149.9938	19.79875	52.02	176.9238	140.0113	49.41875	258.5338	72.3475	157.6663	77.53875	178.6538	150.5525	141.6825	148.9025	278.7613	142.9588	199.6988	163.31	38.9175	168.0588	243.7263	241.6938	168.8738	210.8	158.795	56.225	182.4925	106.4525	114.0888	102.8613	119.9138	162.3925
L06328	424.2025	1375.906	28.015	204.6325	689.6588	301.8675	365.4213	355.8513	201.1225	1288.936	1319.576	822.04	495.24	571.53	446.9625	509.6663	197.6175	422.0713	237.9038	509.8975	876.88	758.3563	465.5088	285.57	524.7013	316.6938	536.7938	606.1913	1337.328	1336.918	694.7838	378.45	578.8987	486.4	351.065	439.2075	560.9375	546.2388	952.8938	482.0088	324.5925	947.9275	1632	1369.98	2445.206	1072.896	1439.741	2078.354	960.2275	1148.348	435.5163	381.8712	302.1563	363.46	345.3063	899.11	216.7013	275.6388	918.9288	1191.336	317.3125	738.9925
L06895	114.1774	130.7095	52.12619	105.2119	131.825	164.0941	118.856	163.1179	192.431	215.7333	293.5524	165.5405	156.2155	112.3179	154.3048	121.5048	117.9929	117.7286	134.2167	211.9691	110.9274	187.8536	160.6512	50.95119	180.5	85.05833	83.84762	170.7726	227.2917	219.0833	196.375	162.3	109.0238	240.8583	93.10833	174.6595	185.4905	159.4548	227.0524	167.5357	59.02738	374.0405	434.7024	382.1179	233.9155	386.8202	342.6393	282.9631	161.4155	267.6964	332.0929	412.7381	255.6333	307.7607	168.1095	208.1393	193.2107	63.91429	208.0619	135.5345	219.0107	211.8536
L07032	43.01905	55.21429	62.15	48.88691	54.14405	21.43571	25.29286	21.40952	20.96905	71.51548	169.3619	63.70476	48.59643	27.86071	39.97381	12.11786	26.04762	21.45476	10.72262	61.05238	65.26548	102.2321	30.17976	9.39643	96.6381	40.28452	40.87619	98.00119	96.14881	93.50833	84.88333	21.75833	39.76786	59.39881	37.76786	25.70595	109.4464	33.69643	37.73691	23.06905	8.9381	75.77381	64.71548	88.53571	62.67857	113.1798	118.7036	95.81786	92.25238	23.75	68.80595	68.25238	38.26905	34.49524	42.32262	9.15357	45.17024	13.36429	24.03214	46.46191	41.05357	26.29405
L07395	134.3625	137.43	44.23625	91	90.9925	143.2838	117.26	235.8788	407.4038	147.9038	388.675	176.2325	95.375	129.1038	242.6825	269.7163	99.88375	95.62875	162.7238	206.345	167.5462	133.2725	159.68	29.42	222.5575	80.53625	77.4025	207.4475	146.9538	290.13	154.8575	53.07875	127.1938	196.5575	99.02625	294.73	121.815	257.9875	106.18	239.8025	62.3375	252.7938	376.35	833.5463	351.82	728.2638	727.925	238.5163	75.51875	141.5225	29.44625	348.2613	89.5025	257.5563	75.90125	163.71	51.86	59.79	181.5625	60.4275	107.2175	184.1075
L07592	160.2525	309.85	115.4925	201.39	105.4625	61.25	103.5213	94.84125	110.9138	128.66	89.9875	210.3713	139.7438	125.5925	187.6175	97.17625	63.30625	79.6775	79.0625	53.625	176.47	230.2813	41.0975	19.68875	173.7625	105.0375	126.9325	276.7075	337.48	215.9738	452.575	78.35625	59.0425	216.2125	127.8175	82.74875	270.2863	84.375	56.91375	102.64	109.42	130.5363	217.25	89.2525	503.6725	203.675	195.8875	291.4463	60.01	160.3225	188.1763	174.3638	202.7337	298.5025	100.0138	133.48	347.8863	114.2588	212.42	203.6263	55.00125	122.6363
L07648	97.08625	590.5963	21.56	1395.773	36.51	126.7763	103.1363	91.81875	70.1775	147.2888	419.0013	665.6563	34.7625	120.6725	70.69375	8.14	52.87625	272.9362	45.30375	165.7625	103.8475	292.3963	61.79	52.30875	109.9775	94.73	80.04	164.1875	300.9038	161.7463	296.35	153.9088	83.92	137.8025	113.3475	64.1475	111.7763	75.95375	81.69375	205.7488	44.27625	281.7788	1027.085	454.3725	527.29	418.6113	178.0625	560.9388	248.0738	180.6125	47.06875	127.4213	96.42875	187.3775	137.8925	218.0563	31.6325	86.2275	120.46	483.565	104.05	266.8513
L08044	457.285	597.705	99.505	394.615	59.7875	92.31625	373.695	443.64	721.8	479.8863	75.13875	361.5263	400.8313	499.765	826.1238	1364.993	650.26	254.3938	65.0775	185.8788	1004.381	1388.909	67.605	77.56375	629.485	123.715	1184.706	449.2	510.6688	2017.806	86.695	215.9975	161.8213	429.5575	449.12	192.8975	182.6575	29.18125	702.3288	342.8363	816.99	296.5825	466.4963	304.0575	567.9275	173.3262	169.1763	321.59	396.7063	642.3987	2347.299	1883.051	1429.708	1057.814	98.925	203.24	77.555	206.1588	424.2788	700.1913	77.31125	254.56
L08069	259.7487	224.8525	51.87625	112.505	352.8788	115.3225	209.8563	173.9038	711.4037	297.805	646.1863	252.1138	278.3413	174.3925	260.5188	81.27375	189.54	80.64625	457.1438	158.0238	375.4488	173.9825	296.07	24.58375	300.6088	302.2125	226.1888	406.5963	303.445	596.9275	302.0113	355.6888	235.8025	269.115	262.7188	912.34	98.53625	582.5363	149.5013	282.0088	149.1463	316.62	651.4488	1055.279	772.7813	1398.499	969.0988	411.0263	170.96	585.1038	254.2725	808.19	288.22	235.0325	190.5713	311.045	283.6	98.38625	455.5938	160.3725	713.6175	388.0188
L08187	485.035	867.2688	294.7688	237.6463	554.5825	292.835	356.6763	451.1175	60.2925	1055.78	1148.341	478.805	824.2038	523.12	364.5413	157.5688	327.4975	498.515	246.42	441.8963	952.4138	1321.923	436.8675	360.4325	775.0275	462.6363	486.445	773.4475	1200.47	908.6825	778.9675	601.7638	481.6888	849.1738	281.1413	402.08	1002.663	470.0838	409.5938	599.3075	280.9313	600.0163	841.4575	908.8675	1320.114	943.0875	1056.865	948.4613	381.9	673.1575	451.265	758.0375	495.2588	573.5862	103.325	332.8488	205.4188	237.6125	790.95	482.6675	280.7275	343.2525
L09159_1	507.63	1000.491	494.8075	592.4075	235.705	171.335	359.805	322.5638	720.755	602.1188	270.935	627.495	339.8188	466.415	652.0063	407.7063	236.6375	275.1525	283.0063	222.2713	516.2263	944.17	402.4025	114.54	581.9988	438.2238	546.0875	667.4175	1133.831	788.3588	1380.149	300.465	208.5913	458.1625	527.695	261.7375	537.785	216.5075	1144.304	570.3938	726.0463	685.4425	1375.136	857.4413	1985.968	615.9662	1518.784	1073.376	637.4188	1086.606	1220.571	1140.788	1177.928	1177.454	275.6613	493.2463	1233.153	564.5263	780.0237	852.0363	595.2	1054.834
L09159_2	606.0375	1038.995	377.6225	639.815	191.2175	159.2225	316.335	267.73	677.31	451.4625	275.415	881.0625	315.8925	391.13	591.8	302.39	177.4	194.075	261.9375	158.885	595.9675	1137.348	244.2525	65.2825	634.6775	644.5525	743.1425	910.7375	1362.648	926.32	1795.958	317.085	269.6325	624.4175	689.595	404.0125	554.8075	285.98	1217.095	675.8925	817.755	701.295	1434.165	877.8025	2095.318	661.3625	1447.598	1041.537	675.2375	1149.738	909.3475	1302.298	1068.058	1201.1	296.37	516.3025	903.96	567.8125	697.675	932.16	563.475	1073.96
L09604	518.1525	264.2763	104.62	244.9988	425.7063	307.2388	213.7225	282.1725	1318.329	287.0875	765.825	401.7588	435.6475	339.3263	579.7613	462.4675	439.2938	178.145	488.9875	318.78	913.2613	290.5225	546.1363	77.26	721.3038	221.7613	220.0763	586.395	525.4288	1000.999	611.4875	357.7775	576.0588	622.2263	572.9575	349.945	319.55	568.14	260.5638	309.6288	373.8	513.075	629.3675	1661.753	609.1063	1382.7	4047.665	280.6175	255.67	614.8138	300.9588	772.685	733.2663	410.24	504.5238	460.26	305.68	253.3475	732.8038	292.1775	171.8313	320.6675
L10284	393.8655	324.9595	101.0345	233.9226	380.2345	303.9429	480.2679	505.3381	661.6976	457.9191	1159.131	488.3655	416.7691	444.6476	501.4131	445.0988	333.6452	154.6726	657.5024	442.7048	918.9691	345.9548	300.5226	66.95238	866.7167	162.7262	305.0702	813.3417	677.1393	629.4595	851.95	326.7631	459.2024	758.9012	313.0405	472.4524	520.1655	667.0262	258.2821	293.7869	134.9119	425.0524	472.7012	743.0798	674.1988	809.2357	973.2881	121.0643	81.42976	259.006	150.1333	921.0571	299.3345	501.706	77.90238	361.281	132.2524	138.3357	396.2345	137.1821	326.4702	360.1464
L10386	117.3913	144.2463	61.60625	65.175	126.12	69.04375	89.305	83.11875	19.595	176.7388	332.545	89.325	119.8775	71.06125	128.7438	74.91875	27.09375	23.035	33.02625	98.5125	158.94	240.2863	46.5875	27.61125	73.98125	76.85	100.4613	138.2925	242.9213	198.4113	216.9938	96.25625	99.625	156.2688	80.01	78.8725	106.3413	74.3075	79.9975	141.8913	40.78125	120.36	312.6975	295.32	372.8125	379.0075	329.5875	249.6713	199.6438	114.6288	172.1463	210.555	70.79	251.0138	131.5963	117.975	88.25	40.765	113.1663	229.07	67.29125	119.2988
L10413	96.835	259.9525	28.7375	35.17125	155.7838	89.44875	91.9425	92.65625	250.525	362.4	524.3125	268.11	164.2213	118.5738	117.1563	71.815	49.53	47.19375	74.135	172.17	200.1387	298.5313	97.05	39.88375	164.4588	457.08	225.7763	160.0137	536.8563	449.9088	263.295	366.4488	123.4575	311.7838	76.89125	151.52	490.4313	228.0738	272.6363	342.0738	91.29125	243.4838	588.7388	511.275	602.0825	469.4425	763.4763	663.6113	221.99	235.9588	170.74	186.8175	97.01625	162.4425	264.4113	247.39	188.1425	132.505	235.4763	371.1938	119.2563	196.1513
L10717	188.6725	259.4275	126.4925	163.7138	59.2825	52.635	62.67125	32.06875	143.0538	91.74125	76.92125	224.1725	55.73625	76.7625	130.0225	77.215	45.57375	29.165	91.23625	66.45625	161.2337	252.1575	47.96375	28.135	152.3475	94.36125	112.7813	165.095	193.3838	213.6613	222.8588	33.49625	28.59375	105.425	107.4838	72.66125	110.4875	82.51625	242.7588	154.0575	145.255	196.5175	294.565	228.3438	535.6375	235.5413	215.0813	190.2025	141.6	202.125	119.1363	281.6525	116.4113	273.335	143.2725	174.9238	315.1288	69.62	120.0025	237.5988	105.8575	178.6588
L10911	380.3828	820.5438	95.61563	175.3656	1005.397	251.2547	619.0625	170.0141	205.2172	1035.428	4625.347	633.4781	617.5922	182.2203	469.6641	95.62969	98.74688	83.7375	216.3625	344.2641	508.0781	634.1156	173.9406	86.9875	574.925	866.3891	838.0344	1654.955	3146.478	1040.523	856.2203	940.4359	905.9594	1282.986	381.9438	817.7281	2800.169	644.0016	521.2375	913.4563	716.5875	740.2484	1961.083	1827.078	1438.877	1580.091	2676.556	1934.239	1047.003	565.0844	1033.439	1611.089	628.4203	836.1313	682.1266	735.5172	708.9094	455.0813	367.2313	1137.505	716.8469	663.2266
L11369	110.7821	102.1369	82.7881	83.12976	134.6964	103.0679	122.3238	127.0048	156.6107	159.9667	212.0536	111.7298	166.4857	98.74048	149.281	85.69286	148.4357	182.25	171.1143	102.4405	126.8155	96.24405	208.381	79.4131	161.0917	76.30357	84.68214	212.906	203.4619	196.5429	204.0226	161.5571	97.85476	250.0512	76.04048	152.7167	208.0619	158.7536	150.3917	132.3833	71.43929	231.0571	282.781	253.3202	273.0131	271.1131	225.0988	198.8429	89.68929	217.1941	246.0369	377.6571	161.8619	186.5357	118.8881	102.6512	143.2429	47.72976	171.9905	115.2488	141.3476	120.7119
L11370	134.6143	148.8964	63.04167	140.3167	137.6012	122.7464	142.8488	229.6869	226.425	222.0917	398.9274	150.0191	142.8405	137.8012	273.9476	112.7464	128.0738	153.7548	206.8321	183.8286	256.8762	245.856	126.2905	44.11905	252.0405	83.91786	99.33929	249.6774	224.6155	183.3345	364.0893	226.5929	158.875	229.9429	118.0762	193.6036	233.4405	242.1417	210.1893	148.8762	97.99167	350.65	470.2179	537.4667	411.9524	434.3881	639.2274	351.4702	142.1679	228.756	399.6631	442.2571	206.4702	295.0809	150.2702	187.8917	130.7893	62.33333	199.2738	127.6202	150.0298	192.3167
L11373	71.0275	99.965	38.56	42.27	80.40875	98.61125	51.08125	79.955	66.28125	139.665	159.7675	187.5137	116.6125	67.1375	81.2925	60.39625	92.15375	50.71625	55.9425	92.68	67.20375	127.4625	116.1088	19.7325	179.525	41.8425	70.97875	147.6975	107.1763	85.855	489.6888	363.4813	203.605	251.33	122.8813	146.69	71.10375	103.4663	159.0513	126.8938	61.15	247.1313	623.465	189.1175	345.6475	268.0775	137.7875	222.9825	114.3238	295.6763	178.5813	228.935	84.64875	285.3688	104.075	164.535	233.81	36.755	155.1175	62.5825	127.0863	276.1875
L11706	259.9125	96.27625	31.1025	5.925	161.35	147.2363	80.19	172.7888	277.8538	215.8875	554.1938	351.7338	189.0538	74.72375	435.9813	190.2588	244.27	88.155	155.7675	124.295	164.21	157.6563	431.865	62.7975	253.4025	260.7088	250.3638	361.1525	424.8775	424.3375	558.8513	365.5138	377.0675	363.4575	178.395	329.1388	117.9475	487.7275	267.0363	440.2263	211.5088	321.145	232.7288	444.225	522.5825	720.5938	624.7275	208.6575	162.0225	438.5138	153.1738	902.5725	601.8475	315.3125	197.6938	203.76	530.1688	156.445	342.65	111.6038	206.5363	437.6525
L12168	214.3325	528.3213	118.2525	324.2238	270.4025	426.4875	292.095	414.41	473.135	648.9975	831.625	526.0925	455.7413	468.6225	531.4238	220.1463	135.4238	319.99	335.6775	526.6688	443.1425	375.915	270.89	126.0013	679.4263	190.1188	245.2613	445.1775	435.5188	533.4975	883.4488	568.8188	516.985	678.7787	488.8463	578.5538	309.475	680.4	551.4863	472.4788	368.1813	914.5775	1335.039	1118.971	1064.009	1892.014	2029.024	982.2288	397.8725	377.5538	349.1275	1640.058	894.0288	643.1963	307.9013	904.4175	321.6338	170.3963	630.1863	569.4213	407.0175	706.5775
L12350	47.94625	101.3763	159.98	24.16875	75.84375	29.525	37.1575	21.97125	26.61625	94.57	167.6188	51.35875	126.2288	24.13375	128.8075	23.52375	49.105	6.29625	14.225	28.43875	50.1675	98.78375	12.1475	7.9225	25.75625	108.8788	98.77	92.7175	214.165	169.88	800.7475	432.4675	20.045	285.7363	60.26875	47.985	83.5125	31.6	78.45	171.15	50.415	56.4575	209.725	171.855	223.61	200.4663	146.67	189.0875	115.83	99.77625	107.6888	51.275	75.81125	92.76125	576.2513	117.5938	353.81	41.85	584.8625	139.6712	129.5762	129.8625
L12723	116.085	129.3938	56.49875	130.9538	68.77	27.59375	55.5275	71.705	122.2013	64.025	56.22125	101.49	112.015	60.295	144.0563	45.7725	14.11875	15.1325	62.34625	21.00125	303.3288	122.28	24.3975	12.43	120.0475	115.0725	120.7413	236.6225	242.7663	244.6688	203.3063	52.27	60.14625	188.3138	160.0788	138.8463	164.6875	102.8613	104.5575	159.48	134.7563	81.985	142.735	130.595	234.815	142.7725	281.125	142.6087	80.24625	76.9225	97.60875	169.4788	95.4275	169.7088	58.075	54.0575	110.6213	91.46125	117.025	74.3975	150.6363	88.71125
L13042	64.65	82.33375	50.155	71.1525	90.54	78.8875	92.39625	149.395	93.47875	104.9125	109.87	66.32375	83.0925	79.77	162.1463	106.4175	70.74125	86.93125	61.245	89.3575	74.61	109.28	72.83875	31.15625	127.4275	42.0625	47.395	110.0463	78.72125	50.5175	54.6675	58.3125	45.0275	108.695	36.18	89.66125	46.1175	89.285	120.5738	98.72125	40.52625	179.0188	200.9013	240.3138	193.6613	224.2625	290.2638	125.965	85.4175	114.6538	179.9475	209.475	110.9313	154.3013	65.68375	65.32	83.1975	32.035	101.8662	51.045	67.27375	100.7038
L13385	39.43214	200.4881	38.23571	95.42143	24.47262	19.83691	46.12857	35.59762	167.7488	45.05595	17.66667	211.5357	74.53929	59.88929	53.69167	50.18571	8.12857	26.74048	34.46667	27.55952	59.36786	138.3571	12.26786	11.79405	55.95	56.0381	115.1286	91.96905	191.8286	156.2274	204.2571	37.51429	40.28095	126.6417	90.90476	76.21786	160.0643	43.275	173.1881	121.7667	121.7202	129.0929	311.8226	101.6607	348.9512	79.98095	129.7524	304.9274	108.4714	135.5869	96.27738	112.7202	69.35238	255.2024	68.67381	98.78214	137.2071	56.23333	31.10119	188.0679	68.025	114.7429
L13689	84.89125	110.2825	38.80625	40.29125	73.9375	84.84625	63.9	91.48125	417.9725	123.5375	228.6	128.7163	139.4888	68.9175	135.105	49.64375	56.7075	33.10875	114.6588	111.135	104.9763	111.655	123.935	23.81125	172.0813	51.39375	58.89875	81.66125	117.4175	151.0838	148.9613	114.4675	46.4	106.0338	64.055	133.4375	81.2525	78.8875	123.6913	112.8175	62.79625	192.3713	200.4713	375.2188	165.8125	427.45	399.08	152.11	59.29	174.29	95.905	305.3525	88.32375	176.5213	150.135	135.7213	148.49	44.375	227.47	60.26	88.43625	177.7925
L13738	101.9888	171.135	106.5013	140.7075	88.315	21.675	119.75	17.615	83.80375	74.94875	104.2713	194.4413	66.755	24.655	128.2838	9.22375	50.9275	30.475	45.4575	37.75	149.2038	162.1775	28.1975	14.61125	142.0988	175.3525	135.7863	167.5938	254.1575	195.5738	320.8112	69.805	63.22625	214.0963	64.36125	83.725	306.7675	51.1125	130.4438	138.2138	206.665	233.4813	262.91	219.3325	347.065	273.4425	329.5075	333.2338	140.31	114.9125	108.415	150.7288	160.6888	170.795	248.2175	157.4875	399.6463	158.8825	177.6863	137.9338	125.6188	119.315
L13939	193.6038	228.865	171.4088	271.3438	129.6463	45.45375	137.4675	116.505	176.7925	159.0963	156.6763	493.9175	77.9575	108.0688	223.4538	57.69125	54.5225	51.7975	115.1838	35.66625	215.7813	359.4463	49.79875	32.2425	174.3325	188.1938	204.5613	319.245	175.1825	290.3488	467.7263	49.18125	70.225	394.1263	252.185	183.7838	120.1413	130.1313	324.0188	221.8138	301.6988	337.1888	363.5538	84.3425	874.2875	219.845	449.02	515.0988	269.5763	249.1088	386.2863	336.85	250.2863	384.2375	321.6575	246.1425	521.2513	200.0938	239.62	325.4788	317.5325	321.2063
L13977	64.38875	94.5525	105.5375	80.76375	108.9625	87.81375	72.1525	108.1113	188.6638	124.4075	320.1237	159.165	88.9175	71.755	129.6463	47.7	101.3575	85.75125	148.1475	105.8875	84.49875	97.45375	157.3713	15.96625	239.1638	49.7425	61.58875	163.5	145.63	168.0513	208.2163	161.6263	112.57	179.5325	96.4775	186.3725	81.83875	122.64	121.305	113.0075	62.74375	183.7225	327.1088	202.025	247.3675	308.2625	247.8013	143.5088	82.05375	186.7775	243.86	483.1588	117.03	225.3238	146.3913	127.995	126.9388	76.5375	137.1387	77.80375	161.0663	186.6238
L14076	122.8643	453.5869	78.72857	158.3369	103.6929	66.77976	121.656	78.07619	99.24524	127.9167	53.50119	364.4595	170.8369	83.02262	157.4976	40.29286	37.76071	34.87976	117.3083	52.48214	230.4107	277.4179	50.03571	12.7881	322.8536	235.9679	225.7643	470.0012	511.5726	356.0417	462.4988	106.5893	104.2107	388.5845	193.806	195.4095	308.8869	196.8155	214.4024	260.4548	249.8679	341.0595	483.7667	169.1321	611.825	479.6643	245.7191	502.6679	192.2321	297.5738	187.9381	404.7941	278.3083	541.5393	273.5571	358.1691	393.9202	275.9107	336.0821	432.0143	168.8536	227.5119
L14848	88.95833	119.0512	12.89167	53.33095	117.4607	107.8667	49.91071	154.7571	129.8524	145.9857	250.8369	120.7048	148.5214	69.91548	115.2643	48.83452	72.54286	74.79167	87.47143	206.6417	95.49643	87.23571	102.1262	31.04881	151.5869	70.6881	73.84762	165.3107	91.08691	210.2155	178.1	121.5381	83.59048	212.0702	94.575	162.2619	106.856	136.9191	176.5333	124.3607	82.76667	370.925	414.6	387.9357	299.031	428.7048	390.6833	235.6667	125.5095	252.3941	145.6881	414.2774	172.9786	340.65	256.2357	352.0191	141.2286	72.2131	160.6381	150.1179	129.6607	218.4381
L16510	1060.014	1014.414	1032.906	634.9163	442.8038	338.4588	694.5625	767.575	1150.621	736.155	1775.47	1973.428	527.0738	472.2038	703.9438	201.3863	939.3825	356.0838	631.98	404.15	674.93	1172.85	423.1188	116.9013	348.335	541.2925	581.6688	448.9988	850.2475	2630.921	2501.395	1055.45	462.2863	918.7975	665.6475	587.58	850.5338	407.4163	362.7325	824.4	578.0225	466.6125	995.2925	1134.493	1360.143	622.8238	1222.611	818.805	826.3063	764.9025	598.2838	1104.013	637.1163	404.8638	1967.253	202.985	555.835	393.5063	722.835	974.4788	759.4325	838.8238
L19067	51.94643	66.09643	15.77619	36.45952	92.72381	48.42619	63.77619	68.83095	122.2679	149.7691	225.5048	116.4786	105.7762	79.82262	118.631	63.87024	43.86548	24.90714	94.11191	113.5929	74.74524	49.07738	90.69405	16.94881	146.8369	43.27857	37.32738	127.3702	107.3952	113.431	200.7488	85.51786	110.7762	114.4274	82.57381	120.3512	125.1631	93.29762	99.925	99.27143	50.84048	192.3655	285.6286	297.4024	253.2464	349.0833	393.6381	195.7429	101.781	178.1583	38.12738	190.5726	59.23571	168.5536	139.1167	124.5881	146.5202	41.32024	84.89167	95.06429	88.25357	159.9905
L19267	142.1225	231.1013	106.565	136.9938	268.39	217.6025	163.4888	244.2025	226.4588	336.3413	414.8288	281.4725	266.6038	153.23	320.5825	93.68125	138.2438	115.1225	177.6875	259.1963	198.1838	249.7938	129.5788	61.1575	339.5525	113.2075	113.2763	280.6263	203.0613	269.8425	283.4838	284.33	230.5213	431.89	141.075	261.4488	288.3513	225.7875	267.8275	181.5313	124.2288	485.6888	530.1238	463.9113	428.43	567.2125	559.5713	321.5263	198.8525	384.9613	247.4563	597.585	263.5113	535.1013	326.7125	299.5475	237.0238	111.2488	300.7	231.5313	172.3788	266.5175
L19437_1	277.731	305.6119	162.3464	184.4548	151.1941	50.19048	264.7571	174.375	394.556	183.6512	540.15	370.3619	173.4262	143.5702	248.2488	129.6024	226.1976	159.8155	285.131	142.5119	396.4869	286.7798	119.231	54.525	277.3441	227.3048	208.481	359.0952	527.7476	614.525	380.2095	409.4952	218.7429	210.6357	424.3857	187.7869	293.5202	190.3929	113.7464	281.9905	135.4393	199.8702	521.1679	743.3036	509.3917	709.075	288.8512	211.006	206.2286	237.1702	305.6548	494.306	209.5833	120.4762	214.4905	115.1607	116.7369	140.1119	319.6298	240.3679	252.025	216.5643
L19437_2	223.7375	267.9156	48.89063	82.0375	115.4219	74.1375	225.8094	182.2375	388.3063	155.1188	479.2344	338.275	111.8656	99.45625	113.2625	65.65938	144.3469	143.0688	170.9594	80.15313	316.7938	229.8344	42.05625	32.40937	226.9563	163.5469	155.0531	254.8063	412.425	469.5938	297.6563	306.6125	141.1969	178.5313	249.5781	156.7625	213.7375	145.3	71.94063	189.4906	84.7	229.3563	468.4781	678.3438	463.4156	677.5875	363.4719	181.2	161.075	101.6156	122.4531	359.1406	107.5563	138.3656	182.1594	130.0688	11.58438	93.45313	167.7469	189.0188	258.7625	183.1906
